Venue,Category,Latitude,Longitude,Neighborhood,ZIP
3LD Art & Technology Center,Music Venue,40.70746,-74.013958,Battery Park City,10006
The National Museum of the American Indian–New York,Museum,40.704278,-74.013962,Battery Park City,10004
India House,Night Club,40.70466,-74.009832,Downtown,10004
Lower Manhattan Cultural Center,Indie Theater,40.707598,-74.010865,Battery Park City,10005
Manhattan City Bank - Ghostbusters Ride,Museum,40.707469,-74.011645,Battery Park City,10005
The Lambent Foundation,Art Gallery,40.706307,-74.010726,Battery Park City,10005
World Trade Gallery,Art Gallery,40.708249,-74.010716,Battery Park City,10271
American Movie Company,Movie Theater,40.70642,-74.01252,Battery Park City,10004
L'Hourloupe: New York Art Tours,Public Art,40.708234,-74.009275,Downtown,10005
Chashama,Art Gallery,40.706564,-74.01318,Battery Park City,10006
Bluesleep,Art Gallery,40.707285,-74.012467,Battery Park City,10006
Meltzer Media Productions,Arts and Entertainment,40.709046,-74.009176,Downtown,10038
Rex Club,Night Club,40.704744,-74.008744,Downtown,10005
David Byrne Bike Rack,Art Gallery,40.705428,-74.007375,Downtown,10005
Crumble Kitchen Theatre,Theater,40.705591,-74.007338,Downtown,10005
77 Water Street Rooftop Runway,Art Gallery,40.70438,-74.00825,Downtown,10005
Spotify Stage - Fl 71,Music Venue,40.710323,-74.011802,Battery Park City,10007
Zulu Productions,Arts and Entertainment,40.707903,-74.005596,City Hall,10038
The Downtown Athletic Club Screening Room,Indie Movie Theater,40.706232,-74.01548,Battery Park City,10004
Anderson Contemporary,Art Gallery,40.705423,-74.005585,Downtown,10038
WeLive Media Lounge,Arts and Entertainment,40.7047,-74.006386,Downtown,10005
Men,Arts and Entertainment,40.704623,-74.015154,Battery Park City,10004
Figure Balancing on Dog,Art Gallery,40.702913,-74.012599,Battery Park City,10004
2 Water Street - New York Plaza Residence,Arcade,40.702908,-74.012773,Battery Park City,10004
2 Water Street Pool Hall,Pool Hall,40.702908,-74.012773,Battery Park City,10004
2 Water St - Secret Poker Room,Casino,40.702908,-74.012773,Battery Park City,10004
Alexander,Psychics and Astrologers,40.7076,-74.010777,Battery Park City,10005
Master Love Psychic 22,Psychics and Astrologers,40.707682,-74.009777,Downtown,10005
Music Enkor,Concert Hall,40.706719,-74.009477,Downtown,10005
Therese Relucio,Psychics and Astrologers,40.705833,-74.010315,Downtown,10005
Studio Art Center International,Amusement Park,40.70569,-74.011618,Battery Park City,10004
Scotty Watson Improv,Music Venue,40.706202,-74.012598,Battery Park City,10004
Psychic Meditation Room,Psychics and Astrologers,40.706145,-74.012727,Battery Park City,10004
Dances of Vice,Music Venue,40.706647,-74.008165,Downtown,10005
Hanover Square Gallery,Art Gallery,40.704938,-74.009537,Downtown,10004
Folksbiene Yiddish Theatre,Music Venue,40.708141,-74.006784,City Hall,10038
Steele Artistry,Arts and Entertainment,40.704576,-74.010919,Battery Park City,
H-Art,Arts and Entertainment,40.704601,-74.011412,Battery Park City,10004
New Stage Theatre Co.,Music Venue,40.704565,-74.011355,Battery Park City,10004
Fair Housing Justice Center,Carnival,40.704557,-74.009653,Downtown,10004
Artspace,Museum,40.704459,-74.011264,Battery Park City,10004
Stone Street Sessions - at Ulysses,Arts and Entertainment,40.704437,-74.010085,Downtown,10004
Komnata Quest,Escape Room,40.705691,-74.007603,Downtown,10005
Ierimonti Gallery,Art Gallery,40.70818,-74.006149,City Hall,10038
Sarasota Film Festival,Carnival,40.70818,-74.006149,City Hall,10038
Bmo Nesbitt Burns,Arts and Entertainment,40.7056,-74.00627,Downtown,10005
ArtBase,Art Gallery,40.703823,-74.012853,Battery Park City,10004
Art Sky Media,Music Venue,40.709381,-74.006789,City Hall,10038
Smithsonian Institution American Indian Museum George Gustav Heye Center,Museum,40.70433,-74.014008,Battery Park City,10004
Bohemian Hall & Beer Garden,Music Venue,40.772782,-73.915877,Astoria,11102
Create,Opera House,40.765037,-73.91694,Astoria,11103
Caprice,Night Club,40.769758,-73.917992,Astoria,11102
After 8 Cafe Lounge,Arts and Entertainment,40.765802,-73.913178,Astoria,11103
Zaman Hookah Cafe Lounge,Arts and Entertainment,40.765893,-73.913127,Astoria,11103
Heavens Gentlemans Club,Strip Club,40.764938,-73.914533,Astoria,11103
Astoria Art & Framing,Art Gallery,40.765527,-73.918793,Astoria,11103
Orthogonal Art and Science,Arts and Entertainment,40.770192,-73.91176,Astoria,11105
Melody Cafe,Arts and Entertainment,40.765565,-73.91329,Astoria,11103
Heaven Entertainment,Night Club,40.765108,-73.914234,Astoria,11103
Ppb Pub Limited,Arts and Entertainment,40.764626,-73.916138,Astoria,11103
Eternity Lounge,Night Club,40.769798,-73.910347,Astoria,11105
Loupakis Karate Acrobatics,Arts and Entertainment,40.767571,-73.921099,Astoria,11102
La Klave New York,Night Club,40.769804,-73.910085,Astoria,11105
D'Haven,Music Venue,40.749945,-73.904054,Woodside,11377
Noches De Peluche,Night Club,40.745892,-73.902243,Woodside,11377
Station Cafe,Bowling Alley,40.745803,-73.903594,Sunnyside,11377
Artefix,Art Gallery,40.747335,-73.902777,Woodside,11377
Misfit Hive Entertainment,Comedy Club,40.747605,-73.902744,Woodside,11377
Playbill,Music Venue,40.749037,-73.901662,Woodside,11377
The Halfway Line,Night Club,40.74517,-73.905098,Sunnyside,11377
America's Studios,Comedy Club,40.744814,-73.898098,Woodside,11377
Maryann's Woodside Events,Music Venue,40.749995,-73.904187,Woodside,11377
Trono De Mexico Night Club,Night Club,40.746537,-73.896197,Woodside,11377
Luchos Place,Arts and Entertainment,40.746596,-73.895981,Woodside,11377
Scorpion,Arts and Entertainment,40.746218,-73.89601,Woodside,11377
NYC Birthday Clowns,Arts and Entertainment,40.747154,-73.903513,Woodside,11377
Galicia Bar,Arts and Entertainment,40.755536,-73.884259,Jackson Heights,11372
Kabu Nightclub,Night Club,40.756123,-73.882446,Jackson Heights,11372
Flamingo,Night Club,40.747804,-73.880785,Elmhurst,11372
Hairo's *El Templo De La Salsa,Night Club,40.747873,-73.884324,Elmhurst,11372
Hairo's Nightclub,Night Club,40.747708,-73.884449,Elmhurst,11372
Europa Art Gallery,Art Gallery,40.75009,-73.882048,Elmhurst,11372
Ed Fuqua Group,Arts and Entertainment,40.753948,-73.881012,Elmhurst,11372
Junko Yamada,Arts and Entertainment,40.751339,-73.885894,Jackson Heights,11372
La Oficina,Night Club,40.748208,-73.8839,Elmhurst,11372
El Tucanazo Bar. 83-17 Roosevelt Ave,Night Club,40.748033,-73.882322,Elmhurst,11372
Tucanazo NC.New York,Night Club,40.748033,-73.882322,Elmhurst,11372
Flamingo Night Club,Night Club,40.747804,-73.880785,Elmhurst,11372
Mango Rico,Music Venue,40.747139,-73.883511,Elmhurst,11373
Flamingo,Night Club,40.747804,-73.880785,Elmhurst,11372
Zapata,Night Club,40.747309,-73.885264,Elmhurst,11373
Hairo's *El Templo De La Salsa,Night Club,40.747873,-73.884324,Elmhurst,11372
Hairo's Nightclub,Night Club,40.747708,-73.884449,Elmhurst,11372
Katahdin Photo Gallery,Art Gallery,40.741918,-73.878908,Elmhurst,11373
Jackson Heights Billiards Cafe,Pool Hall,40.746868,-73.883545,Elmhurst,11373
Flamingo Night Club,Night Club,40.747804,-73.880785,Elmhurst,11372
El Tucanazo Bar. 83-17 Roosevelt Ave,Night Club,40.748033,-73.882322,Elmhurst,11372
Tucanazo NC.New York,Night Club,40.748033,-73.882322,Elmhurst,11372
El Mejor Brujo De New York,Psychics and Astrologers,40.747629,-73.879206,Elmhurst,11373
La Piramide Espiritual,Psychics and Astrologers,40.747858,-73.879849,Elmhurst,11372
Centro Espiritual La Piramide,Psychics and Astrologers,40.747881,-73.87987,Elmhurst,11372
Centro Billiards & Cafe,Pool Hall,40.747934,-73.879916,Elmhurst,11372
Amarres De Amor,Psychics and Astrologers,40.747144,-73.885389,Elmhurst,11372
La Oficina,Night Club,40.748208,-73.8839,Elmhurst,11372
Fazio Dance Studio,Concert Hall,40.651921,-73.842164,,11414
Bobbi and the Strays Annual Halloween Masquerade Ball,Arts and Entertainment,40.653213,-73.838027,Old Howard Beach,11414
Howard Beach Psychic,Psychics and Astrologers,40.651445,-73.837658,Old Howard Beach,11414
Queens Museum,Art Museum,40.74419,-73.8517,Corona,11368
Ticketmaster,Ticket Seller,40.745576,-73.860658,Corona,11368
Killing Kompany,Music Venue,40.723449,-73.844487,Forest Hills,11375
First Shot Basketball School,Arts and Entertainment,40.724579,-73.848762,Forest Hills,11375
Kew Gardens Cinema,Movie Theater,40.709161,-73.829746,Briarwood,11415
Fantasia Erotica Escort Service,Strip Club,40.706522,-73.833796,Richmond Hill,11415
Kew Gardens Arts,Arts and Entertainment,40.708626,-73.83169,Forest Hills,11415
Maracas,Night Club,40.700312,-73.827902,Richmond Hill,11418
Shots Billiards,Pool Hall,40.698682,-73.830504,Richmond Hill,11418
Richmond Hill Hall,Bingo Center,40.700347,-73.832833,Richmond Hill,11418
Richmond Hill Bingo Hole,Bingo Center,40.700347,-73.832833,Richmond Hill,11418
Calypso City & Rum Jungle,Night Club,40.70042,-73.827906,Richmond Hill,11418
Carom Cafe Billiards,Pool Hall,40.766236,-73.831575,Down Town Flushing,11354
Prince Billiards,Pool Hall,40.763553,-73.833095,Down Town Flushing,11354
Playlab Kids Indoor Playground,Arts and Entertainment,40.763131,-73.832731,Down Town Flushing,11354
Enigma Escape Games,Escape Room,40.762399,-73.833884,Down Town Flushing,11354
Wanyoo Cyber Cafe,Internet Cafe,40.762469,-73.831178,Down Town Flushing,11354
Lewis H. Latimer House Museum,Museum,40.766074,-73.829473,Down Town Flushing,11354
The Beat Factory,Rock Club,40.765607,-73.835048,Down Town Flushing,11354
Blue Storm,Pool Hall,40.761479,-73.831929,Down Town Flushing,11354
Best Game Cafe,Internet Cafe,40.761621,-73.832676,Down Town Flushing,11354
Speed Internet Cafe,Arts and Entertainment,40.762501,-73.827816,Down Town Flushing,11354
Max伯爵-恐怖真人密室逃脱,Escape Room,40.765344,-73.836873,Down Town Flushing,11354
Runway69 Gentlemen's Club & Restaurant,Strip Club,40.765943,-73.836676,Down Town Flushing,11354
Regal Tangram,Movie Theater,40.76055,-73.833651,Down Town Flushing,11354
Crossing Art,Art Gallery,40.760507,-73.829841,Down Town Flushing,11354
Viva KTV,Arts and Entertainment,40.760266,-73.832934,Down Town Flushing,11354
Achieve Basketball,Arts and Entertainment,40.764018,-73.831802,Down Town Flushing,11354
I Show Internet Cafe,Internet Cafe,40.763912,-73.83171,Down Town Flushing,11354
Sweet Cats Cafe,Arcade,40.763865,-73.831251,Down Town Flushing,11354
Ying Dance Center,Night Club,40.765567,-73.832425,Down Town Flushing,11354
El Rodeo Guzman,Night Club,40.763195,-73.83234,Down Town Flushing,11354
Studio M 3641,Music Venue,40.762251,-73.831258,Down Town Flushing,11354
Place at Main,Arts and Entertainment,40.762198,-73.831212,Down Town Flushing,11354
Area Nightclub,Night Club,40.767338,-73.832794,Down Town Flushing,11354
Queens Crossing Art Gallery,Art Gallery,40.760555,-73.830061,Down Town Flushing,11354
Angels NYC Gentlemen's Club,Strip Club,40.765925,-73.837374,Down Town Flushing,11354
Sculpture Center,Art Gallery,40.747077,-73.941025,Hunters Point,11101
LIC Arts Center,Art Gallery,40.74892,-73.944764,Hunters Point,11101
The Secret Theatre,Concert Hall,40.748869,-73.944631,Hunters Point,11101
Reis Studios,Art Gallery,40.749727,-73.944839,Hunters Point,11101
Scandals,Night Club,40.751346,-73.940795,Long Island City,11101
"Silvercup Studios, Studio 5",Arts and Entertainment,40.750866,-73.940558,Long Island City,11101
The D,Strip Club,40.750042,-73.937076,Long Island City,11101
The Clock Tower in LIC,Arts and Entertainment,40.749953,-73.936374,Long Island City,11101
Fardom Gallery,Art Gallery,40.752165,-73.93838,Long Island City,11101
Red Thumbtack Studios,Music Venue,40.752624,-73.939402,Long Island City,11101
Coco Bongo Queens,Night Club,40.752966,-73.936664,Long Island City,11101
Silvercup Studios Café,Performing Arts Venue,40.751328,-73.943499,Hunters Point,11101
Silvercup Studios - Stage 9,Performing Arts Venue,40.751302,-73.944238,Hunters Point,11101
Silvercup Studios Stage 1,Performing Arts Venue,40.75162,-73.944131,Hunters Point,11101
Spin Music Studios,Music Venue,40.754062,-73.940112,Long Island City,11101
Skyline Tower Sales Gallery,Art Gallery,40.74652,-73.941702,Hunters Point,11101
Silvercup Studios Stage B,Arts and Entertainment,40.751078,-73.944759,Hunters Point,11101
eGarage,Music Venue,40.748867,-73.944718,Hunters Point,11101
City Scapes,Night Club,40.749967,-73.939869,Hunters Point,11101
Doha Nightclub,Night Club,40.747062,-73.93753,Hunters Point,11101
City Owlets,Arts and Entertainment,40.74713,-73.94107,Hunters Point,11101
Uovo,Art Gallery,40.752703,-73.942507,Long Island City,11101
Walking the Dead,Ticket Seller,40.748979,-73.944548,Hunters Point,11101
Komnata Quest,Escape Room,40.748977,-73.944635,Hunters Point,11101
Chip Moeser - Artist,Arts and Entertainment,40.749727,-73.944839,Hunters Point,11101
Greater Astoria Historical Society,History Museum,40.748867,-73.944718,Hunters Point,11101
Astoria Performing Arts Center,Music Venue,40.74892,-73.944764,Hunters Point,11101
Richard Mazda The Secert Theatre,Music Venue,40.74892,-73.944764,Hunters Point,11101
Sugarlift Long Island City,Art Gallery,40.749615,-73.945009,Hunters Point,11101
Thalia Spanish Theatre,Concert Hall,40.740307,-73.923736,Blissville,11104
Academic,Art Gallery,40.741001,-73.930138,Dutch Kills,11101
Johnson Trading Gallery,Art Gallery,40.74056,-73.922348,Blissville,11377
Christie's Redstone,Art Gallery,40.741475,-73.932601,Dutch Kills,11101
Greenpoint Lounge,Night Club,40.740964,-73.921359,Blissville,11104
Sculpture Space NYC,Art Gallery,40.741705,-73.930033,Blissville,11101
Maquette Fine Art Service,Art Gallery,40.740461,-73.932169,Dutch Kills,11101
Fair Movie Theatre,Indie Movie Theater,40.761636,-73.865526,East Elmhurst,11369
Hush Cafe Lounge & Garden,Night Club,40.727317,-73.892687,Maspeth,11378
Psychic Readings by Nikki,Psychics and Astrologers,40.724814,-73.897657,Maspeth,11378
Boston Burglars Band,Music Venue,40.728381,-73.897354,Maspeth,11378
Areni Choir,Arts and Entertainment,40.703399,-73.873168,Glendale,11385
Wiggles,Night Club,40.729729,-73.862306,LeFrak City,11374
Thornycraft Ramp - Ramones mural,Public Art,40.728336,-73.853612,Forest Hills,11374
Lava Land,Arcade,40.727333,-73.863179,Forest Hills,11374
Stark Naked Productions,Movie Theater,40.727687,-73.853676,Forest Hills,11374
Muzik Vox Studio,Music Venue,40.686694,-73.858379,Woodhaven,11421
Bowl 360,Bowling Alley,40.679615,-73.84033,Woodhaven,11417
Greaser Statue,Public Art,40.677838,-73.844408,Lidenwood,11417
Cozy Lanes,Bowling Alley,40.67967,-73.840288,Woodhaven,11417
Psychic Readings By Julia,Psychics and Astrologers,40.68454,-73.845828,Woodhaven,11416
Henca USA,Art Gallery,40.782817,-73.841523,College Point,11356
10Pointsktv,Arts and Entertainment,40.781481,-73.840994,College Point,11356
Elsa's Secret,Psychics and Astrologers,40.781573,-73.845804,College Point,11356
Element X Rooftop Lounge,Night Club,40.781162,-73.840808,College Point,11356
Saint Luke Carnival,Amusement Park,40.784467,-73.81096,Beechhurst,11357
Photobooth And Prints,Arts and Entertainment,40.766133,-73.771987,Bayside,11361
Challenge Escape Rooms,Escape Room,40.763829,-73.771339,Bayside,11361
Pete and Sons Paint & Wallpaper,Art Gallery,40.767037,-73.772498,Bayside,11361
Albert Moy Artworks,Art Gallery,40.765605,-73.771531,Bayside,11361
Apollo Orchestras,Music Venue,40.769869,-73.775742,Bayside,11361
Flower Karaoke,Music Venue,40.758384,-73.794648,Auburndale,11358
Breifne Pub,Arts and Entertainment,40.762645,-73.796807,Auburndale,11358
House of Tarot Cards,Psychics and Astrologers,40.757517,-73.792652,Auburndale,11358
Good Company,Arts and Entertainment,40.771274,-73.734682,Little Neck,11362
Metis Concert Series,Concert Hall,40.769884,-73.734198,Little Neck,11362
U & I Dental Arts PC,Arts and Entertainment,40.766855,-73.738813,,11362
National Art League,Art Gallery,40.766058,-73.744814,Little Neck,11363
U & I Dental Arts PC,Arts and Entertainment,40.766855,-73.738813,,11362
Don Coqui Astoria,Night Club,40.770747,-73.745017,Little Neck,11363
Queens County Farm Museum,Museum,40.748203,-73.720889,Bellaire,11004
Green Meadows Farm,Art Museum,40.74708,-73.720459,Bellaire,11004
Paint Nite,Arts and Entertainment,40.726086,-73.718882,Bellaire,11426
Queens County Farm Museum,Museum,40.727287,-73.724814,Bellaire,11426
Psychic Readings By Nicole,Psychics and Astrologers,40.724642,-73.722718,Bellaire,11001
Queens Community House,Arts and Entertainment,40.710277,-73.81146,Briarwood,11435
Icna Relief USA,Arts and Entertainment,40.709938,-73.812537,Briarwood,11435
York College Performing Arts Center,Performing Arts Venue,40.702513,-73.79452,Jamaica,11433
Jamaica Performing Arts Center,Concert Hall,40.702494,-73.80163,Jamaica,11432
Jamaica Multiplex Cinemas,Movie Theater,40.703292,-73.799913,Jamaica,11432
Jamaica Center for Arts & Learning,Art Museum,40.703926,-73.798321,Jamaica,11432
Hall of Fame Entertainment,Arts and Entertainment,40.706923,-73.794936,Jamaica,11432
Jamaica Avenue,Arts and Entertainment,40.70494,-73.796612,Jamaica,11432
Jameco Exchange,Art Gallery,40.705883,-73.795554,Jamaica,11432
Jamaica Center Multiplex,Movie Theater,40.702985,-73.799291,Jamaica,11432
Love Supplies Botanica,Psychics and Astrologers,40.707211,-73.796343,Jamaica,11432
Metropolitan Museum Of Art Jamaica,Museum,40.703889,-73.79339,Jamaica,11433
Primetime Sports & Arts,Arts and Entertainment,40.707717,-73.797669,Jamaica Hills,11432
Children's Library Discovery Center,Arts and Entertainment,40.707746,-73.794398,Jamaica Hills,11432
Famous Indian Astrologer,Psychics and Astrologers,40.706937,-73.792275,Hillside,11432
York College Health Physical Education Complex Jamaica,Stadium,40.700255,-73.796404,Jamaica,11433
Top Bingo Hall,Bingo Center,40.719142,-73.733573,Bellaire,11428
Top Recreation,Amusement Park,40.71903,-73.733744,Bellaire,11428
Top Bingo Hall,Arts and Entertainment,40.719147,-73.733399,Bellaire,11429
30 Plus Group Limited,Night Club,40.696089,-73.790587,,11433
Geos Art Expression,Art Gallery,40.693204,-73.757556,St. Albans,11412
Geo s Art Expression,Art Gallery,40.693265,-73.757253,St. Albans,11412
Artist Market on Linden,Arts and Entertainment,40.69384,-73.753653,St. Albans,11412
