Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Prometric Testing Center,Education,40.708571,-74.014744,Battery Park City,10006
Board of Standards and Appeals,Government Building,40.708628,-74.014615,Battery Park City,10006
The Riverhouse Condominium,Residential Building,40.716403,-74.016278,Battery Park City,10282
Office of Labor Relations,Government Department / Agency,40.708465,-74.014652,Battery Park City,10006
New York Administrative Trials,Government Department / Agency,40.708413,-74.014606,Battery Park City,10006
Borough Of Manhattan Community College,College Academic Building,40.713502,-74.011686,Battery Park City,10007
Liberty Luxe,Real Estate Agency,40.7159,-74.014948,Battery Park City,10282
Greenwich Place Condo,Real Estate Service,40.709095,-74.013324,Battery Park City,10006
NYS DMV Metro Training Center,Government Building,40.708274,-74.013772,Battery Park City,10004
High School Of Economics And Finance,High School,40.709231,-74.012282,Battery Park City,10006
St Joseph S Chapel Catholic Memorial At Ground Zero New York,Church,40.711597,-74.016479,Battery Park City,10280
Manhattan Yacht Club,Organization,40.711442,-74.016255,Battery Park City,10280
America Ii - 12 Meter America's Cup Sail Yacht,Non-Profit Organization,40.711023,-74.015801,Battery Park City,10280
Terraform Power,Utility Company,40.710936,-74.015012,Battery Park City,10281
Lifeworks,Public and Social Service,40.710161,-74.017731,Battery Park City,10280
Hudson View East Condominium,Real Estate Agency,40.70977,-74.016232,Battery Park City,10280
Integral Research,Public and Social Service,40.70968,-74.017581,Battery Park City,10280
Emerald Trading Group,Organization,40.714339,-74.016806,Battery Park City,10282
Related Management,Property Management Office,40.709399,-74.015999,Battery Park City,10280
Milstein Properties,Property Management Office,40.709134,-74.017821,Battery Park City,10280
Global Club Card,Community and Government,40.712978,-74.013304,Battery Park City,10007
Battery Pointe Condominium,Real Estate Service,40.70904,-74.017294,Battery Park City,10280
Gbcorp,Organization,40.712995,-74.013173,Battery Park City,10007
US Gsa Public Building Service,Community and Government,40.713017,-74.013159,Battery Park City,10007
Gage Consulting,Public and Social Service,40.709217,-74.014769,Battery Park City,10006
Stephen Siller Tunnel To Towers Run,Non-Profit Organization,40.714671,-74.014506,Battery Park City,10282
New York Veteran Police Association Richie,Organization,40.71384,-74.013338,Battery Park City,10007
One World Trade Center,Language School,40.71163,-74.01236,Battery Park City,10007
New York Public Library,Library,40.715328,-74.016147,Battery Park City,10282
W Residence,Residential Building,40.709188,-74.013852,Battery Park City,10006
123 Washington,Property Management Office,40.709133,-74.013893,Battery Park City,10006
McNy Libraries & Learning Center,Tutoring Service,40.708623,-74.014789,Battery Park City,10006
Mannes School of Music,College Academic Building,40.706487,-74.010079,Downtown,10011
Blue Engine,Education,40.706248,-74.010942,Battery Park City,10005
Paul B. Lyons Office of The New York State Attorney General,Government Building,40.708194,-74.010757,Battery Park City,10271
Trinity Church,Church,40.707998,-74.012015,Battery Park City,10006
Our Lady of Victory Church,Church,40.707119,-74.008664,Downtown,10005
Leman Manhattan Prepatory School- Lower School,Private School,40.70581,-74.011186,Battery Park City,10004
Center For NYC Neighborhoods,Public and Social Service,40.70846,-74.012863,Battery Park City,10006
The CityKids Foundation,Non-Profit Organization,40.705673,-74.012228,Battery Park City,10004
Race Forward,Non-Profit Organization,40.705874,-74.01276,Battery Park City,10004
7city Learning,Education,40.705213,-74.011294,Battery Park City,10005
High School Of Economics And Finance,High School,40.709231,-74.012282,Battery Park City,10006
Startup Institute New York,Education,40.705633,-74.01371,Battery Park City,10004
NYC Parking Violations John St,Government Building,40.708701,-74.007984,City Hall,10038
US Bankruptcy Court - 341 Meetings,Courthouse,40.704603,-74.011924,Battery Park City,10004
City of New York Manhattan Business Center,Community and Government,40.708761,-74.007769,City Hall,10038
City College- CWE,College and University,40.705523,-74.013793,Battery Park City,10004
Flatiron School,Culinary School,40.705353,-74.014092,Battery Park City,10004
NYC Transit,Government Building,40.704522,-74.012924,Battery Park City,10004
Office of Labor Relations,Government Department / Agency,40.708465,-74.014652,Battery Park City,10006
City of New York - Teachers Retirement System,College Administrative Building,40.705038,-74.007839,Downtown,10041
Post Towers,Residential Building,40.709167,-74.014636,Battery Park City,10006
National Economic & Social Rights Initiative,Public and Social Service,40.707987,-74.006472,City Hall,10038
NYC Department of Health & Mental Hygiene,Government Building,40.710564,-74.010852,Battery Park City,10007
Department of Motor Vehicles,Government Department / Agency,40.705233,-74.014524,Battery Park City,10004
NYC Department of Small Business Services,Community and Government,40.708947,-74.00686,City Hall,10038
Afs-Usa,Driving School,40.703875,-74.012899,Battery Park City,10004
US Social Security Administration,Community and Government,40.709321,-74.007005,City Hall,10038
"James Peck's Courtroom, US Bankruptcy Court",Courthouse,40.704065,-74.013866,Battery Park City,10004
99 John St Lofts,Residential Building,40.708107,-74.006041,City Hall,10038
Fgp 90 West Street,Real Estate Agency,40.709926,-74.014492,Battery Park City,10006
Street Vendor Project,Organization,40.709319,-74.007093,City Hall,10038
St Paul's Chapel,Church,40.711313,-74.009092,City Hall,10007
Citizens Committee For Child,Non-Profit Organization,40.707488,-74.010948,Battery Park City,10005
Cpower,Utility Company,40.707543,-74.010906,Battery Park City,10005
Profitmax Solutions,Organization,40.706822,-74.009656,Downtown,10005
Ycd Multimedia,Community and Government,40.706248,-74.010942,Battery Park City,10005
Sara Haviva Mark Office of The New York State Attorney General,Community and Government,40.708247,-74.010803,Battery Park City,10271
Arazi Properties,Residential Building,40.706123,-74.011548,Battery Park City,10004
Touro College New York,College and University,40.707069,-74.012458,Battery Park City,10007
Vatandosh,Organization,40.70846,-74.010899,Battery Park City,10271
Ogmen & Associates,Organization,40.706959,-74.012541,Battery Park City,10006
Ingalls & Snyder,Retirement Home,40.707064,-74.012633,Battery Park City,10006
Herman Goldman Foundation,Charity,40.707064,-74.012633,Battery Park City,10006
Eskolta School Research and Design,High School,40.705793,-74.011797,Battery Park City,10004
Educate Online,Adult Education,40.706473,-74.012566,Battery Park City,10004
Adhesion & Assoc,Organization,40.70569,-74.011618,Battery Park City,10004
Association For Neighborhood,Organization,40.70569,-74.011618,Battery Park City,10004
"Vietnam Learning, Arts & Cultural Center",Education,40.706257,-74.012557,Battery Park City,10004
Make-Up Designory,Trade School,40.707014,-74.0125,Battery Park City,10006
Fifty Six Pine Street Condo,Residential Building,40.706803,-74.008389,Downtown,10005
New York Police Department 114th Precinct,Police Station,40.769393,-73.915444,Astoria,11103
Ekklesia New York,Church,40.769311,-73.914479,Astoria,11103
Club 2462,Residential Building,40.769645,-73.918162,Astoria,11102
Tri-Boro Terrace Realty,Property Management Office,40.769758,-73.917992,Astoria,11102
Astoria Lights,Residential Building,40.768554,-73.912485,Astoria,11103
Society Of Saint Rocco,Spiritual Center,40.765895,-73.915094,Astoria,11103
Astoria Islamic Foundation - Shahjalal Masjid,Mosque,40.768808,-73.919223,Astoria,11102
The Dorilton,Residential Building,40.765342,-73.915597,Astoria,11103
Igreja Universal,Church,40.767467,-73.911787,Astoria,11103
Al-Iman Mosque,Mosque,40.768356,-73.911564,Astoria,11103
Igreja Renascer em Cristo,Church,40.765161,-73.914279,Astoria,11103
Office of State Senator Michael Gianaris,Government Building,40.767376,-73.920305,Astoria,11102
Ear Nose & Throat Association of New York,Organization,40.76539,-73.917871,Astoria,11103
Office of City Council Member Costa Constantinides,Government Building,40.767587,-73.920488,Astoria,11102
New Milestone Preschool,Community and Government,40.771386,-73.91967,Astoria,11102
Maltese Center,Organization,40.771441,-73.919628,Astoria,11102
Diki Daycare,Nursery School,40.764273,-73.91726,Astoria,11103
Les Enfants Montessori School,Elementary School,40.768803,-73.921451,Astoria,11102
Ps85q The Judge Charles Vallone School,Elementary School,40.772913,-73.915008,Astoria,11105
iGiveMore,Residential Building,40.765548,-73.920061,Astoria,11102
Greenlight Energy,Utility Company,40.770292,-73.918187,Astoria,11102
City Of New York Police Department,Police Station,40.769393,-73.915423,Astoria,11103
Talent Prep Astoria Preschool,Child Care Service,40.769045,-73.914338,Astoria,11103
Holy Trinity Church,Church,40.767918,-73.914078,Astoria,11103
Para Arts Foundation,Charity,40.766989,-73.916577,Astoria,11103
Wawokiye Social Club,Organization,40.767452,-73.917424,Astoria,11103
Sagacity Test Prep and Tutorial Services,Tutoring Service,40.770506,-73.916229,Astoria,11102
Tiffany Driving School,Driving School,40.76903,-73.918969,Astoria,11102
Ideal Islamic School,Education,40.768918,-73.91914,Astoria,11102
Psch Habilitation Clinic,Public and Social Service,40.767205,-73.912478,Astoria,11103
Hands On Home Services,Organization,40.766147,-73.917812,Astoria,11103
Masjid Al-Iman,Mosque,40.768304,-73.911733,Astoria,11103
Astoria Queens,Organization,40.770437,-73.918848,Astoria,11102
Igreja Universal,Church,40.767486,-73.911806,Astoria,11103
Best Medical Care PC,Organization,40.767657,-73.911708,Astoria,11103
Ukulele New York City,Music School,40.765926,-73.917978,Astoria,11103
Omar Ibn Al Khattab School,Elementary School,40.767659,-73.911621,Astoria,11103
Optimists,Organization,40.768897,-73.919925,Astoria,11102
Kalymnos Society,Organization,40.771928,-73.915496,Astoria,11102
PSCH,Rehabilitation Center,40.765218,-73.914151,Astoria,11103
Islamic Girls School,Primary and Secondary School,40.765161,-73.914279,Astoria,11103
Pan Gregorian Enterprises Food Co-Op of Ny,Organization,40.765163,-73.914192,Astoria,11103
Toobah Academy,Primary and Secondary School,40.765108,-73.914234,Astoria,11103
Maloney Carolyn B Congresswoman,Organization,40.767481,-73.920396,Astoria,11102
AHS Caring Communities,Retirement Home,40.768655,-73.910697,Astoria,11103
Center for the Integration & Advancement of New Americans,Organization,40.767587,-73.920488,Astoria,11102
Laguardia Community College,Community College,40.768761,-73.920969,Astoria,11102
Angels Perfect,Preschool,40.766271,-73.911045,Astoria,11103
Helping Hands for the Disabled of NYC,Disabled Persons Service,40.766932,-73.910545,Astoria,11103
United Cypriots of America,Organization,40.7705,-73.92051,Astoria,11102
St Sebastian's Parish Center,Church,40.746563,-73.907202,Sunnyside,11377
The Salvation Army,Charity,40.746748,-73.902537,Woodside,11377
USCIS Application Support Center,Government Building,40.74608,-73.901246,Woodside,11377
Penelope Condominiums,Residential Building,40.747188,-73.902204,Woodside,11377
Woodside Baitul Janneh Masjid,Spiritual Center,40.746995,-73.901324,Woodside,11377
Superior Driving School,Education,40.74631,-73.90073,Woodside,11377
Immigration Center,Government Building,40.746209,-73.900464,Woodside,11377
Project Life Center,Community Center,40.747454,-73.902345,Woodside,11377
City Blessing Church,Church,40.747605,-73.902744,Woodside,11377
NYC Driver Institute,Driving School,40.745683,-73.904026,Sunnyside,11377
New Life Church Of Woodside,Church,40.748316,-73.902377,Woodside,11377
Sure Foundation Lutheran Church,Church,40.745856,-73.899534,Woodside,11377
Emerald Isle Immigration Center,Public and Social Service,40.745021,-73.904612,Sunnyside,11377
Manila-Phil Am Auto Driving School,Driving School,40.746067,-73.897664,Woodside,11377
Rafolin Co-op,Residential Building,40.747096,-73.897484,Woodside,11377
Consulate General Of Ecuador,Embassy / Consulate,40.746346,-73.897282,Woodside,11377
P.s. 361,Education,40.747844,-73.905985,Sunnyside,11377
St Sebastian's Rc Church,Church,40.746731,-73.907253,Sunnyside,11377
St Sebastian School,Primary and Secondary School,40.745995,-73.906527,Sunnyside,11377
Iglesia Universal,Church,40.746516,-73.896982,Woodside,11377
Iglesia Universal Woodside,Church,40.746516,-73.896982,Woodside,11377
Woodside Community Church,Church,40.744484,-73.906557,Sunnyside,11377
Hansung Presbyterian Church In New York,Church,40.750663,-73.901373,Woodside,11377
Pentecostal Missionary Church of Christ,Church,40.745787,-73.895994,Woodside,11377
Adhikaar,Public and Social Service,40.746766,-73.901839,Woodside,11377
Hybrid Driving School,Driving School,40.746355,-73.901038,Woodside,11377
Woodside Masjid Islamic Center,Church,40.746995,-73.901324,Woodside,11377
61st Woodside Association,Organization,40.747188,-73.902204,Woodside,11377
Doheny Drive,Organization,40.746748,-73.900485,Woodside,11377
American Dream Real Estate,Real Estate Service,40.746704,-73.90009,Woodside,11377
First Korean Presbyterian Church,Church,40.747931,-73.902669,Woodside,11377
Hispanic Aids Forum,Public and Social Service,40.744654,-73.902153,Woodside,11377
Western Queens Alcoholism Services,Addiction Treatment Center,40.744654,-73.902153,Woodside,11377
Resolution Project,Non-Profit Organization,40.746179,-73.899546,Woodside,11377
Clinton Institute Woodside,Education,40.745641,-73.904199,Sunnyside,11377
Wels,Spiritual Center,40.745805,-73.899401,Woodside,11377
Catholic Charities Diocese,Charity,40.744578,-73.90298,Woodside,11377
Queens Landmark Condominium,Property Management Office,40.744227,-73.901962,Woodside,11377
Woodside Valientes Y Esforzados,Church,40.745436,-73.899082,Woodside,11377
Templo Del Poder Mental,Church,40.746516,-73.905192,Sunnyside,11377
Irish Immigration Reform Movement,Public and Social Service,40.745018,-73.9047,Sunnyside,11377
Chunbukyo Church of New York,Church,40.747878,-73.904676,Woodside,11377
United Latin American Penacostal Church,Church,40.747876,-73.904763,Woodside,11377
True Light of New York City,Church,40.746323,-73.898154,Woodside,11377
Government of Republic of El Salvador,Embassy / Consulate,40.74645,-73.89746,Woodside,11377
Ministerio Unity De Cristianismo Practico,Church,40.748903,-73.90467,Woodside,11377
