,Venue,Category,Latitude_x,Longitude_x,Neighborhood,ZIP,Borough,Longitude_y,Latitude_y
3046,Morrison Plastic Surgery,Plastic Surgeon,40.781822,-73.953455,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3047,Eastside Women's Ob-Gyn Assoc PC,Physician,40.783945,-73.952794,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3048,Carnegie Hill Pediatrics,Pediatrician,40.782808,-73.954936,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3049,Medical Research Network,Psychiatrist,40.783945,-73.952794,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3050,Village Obstetrics,Obstetrician Gynecologist (Ob-gyn),40.786001,-73.952611,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3051,Spring Forward Physical Therapy,Physical Therapy Clinic,40.783695,-73.952041,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3052,Robert A Guida MD,Plastic Surgeon,40.78424,-73.953854,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3053,"Dr Robert Guida, Carnegie Hill",Medical Center,40.7843,-73.953638,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3054,Michael Alan Rothschild,Physician,40.78424,-73.953854,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3055,Park Chiropractic Center,Chiropractor,40.782954,-73.955509,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3056,Quest Diagnostics,Health and Medicine,40.784444,-73.948224,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3057,Dr Donald Rose's Office,Doctor's Office,40.781871,-73.955643,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3058,The Endoscopy Center of New York,Gastroenterologist,40.783305,-73.950453,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3059,Manhattan Orthopaedics,Doctor's Office,40.7816,-73.955676,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3060,Rheumatology Associates PC,Physician,40.78196,-73.956345,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3061,Maternal Fetal Medicine Associates,Obstetrician Gynecologist (Ob-gyn),40.782986,-73.956341,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3062,Smiles + Grins,Dentist,40.780348,-73.954054,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3063,Dr Donald Bergman,Doctor's Office,40.785234,-73.953019,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3064,Kids Braces NYC,Dentist,40.78022,-73.954836,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3065,Yorkville Endoscopy,Physician,40.783333,-73.949814,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3066,"Jae Byun, DDS Dental Ambitions",Dentist,40.780229,-73.954487,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3067,Mount Sinai Hospital,Hospital,40.785051,-73.951788,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3068,Beth Israel Medical Center - Third Avenue Cardiology,Medical Center,40.77967,-73.953198,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3069,Carnegie Hill Ob/Gyn,Health and Medicine,40.781561,-73.95716,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3070,Mark D. Kaufmann,Dermatologist,40.783669,-73.957023,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3071,"Jaffe DDS, Duralsaint DDS & Siegel DMD",Dentist,40.780506,-73.956245,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3072,Best Pet Rx,Veterinarian,40.781335,-73.949459,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3073,Inspir Carnegie Hill,Assisted Living Service,40.782383,-73.948118,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3074,"Alan Medina, MD",Doctor's Office,40.785905,-73.956191,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3075,Futuri Solaiman Dr Advantagecare Physicians Upper East Side Medical Office New York,Doctor's Office,40.78443,-73.948748,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3076,Fifth Avenue Eyecare & Surgery,Doctor's Office,40.785721,-73.957015,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3077,Yorkville,Physical Therapy Clinic,40.778314,-73.953451,Carnegie Hill,10028,Manhattan,-73.95325646837112,40.7826825671257
3078,"The Mount Sinai Medical Center for Child, Adolescent and Family Services",Doctor's Office,40.786964,-73.95291,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3079,Pediatric Urology Associates PC- Manhattan,Physician,40.787063,-73.953264,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3080,"Michael Seiden, DDS",Dentist,40.778597,-73.950927,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3081,Carnagie Hill Pediatrics - George M Mussalli MD,Health and Medicine,40.78281,-73.954848,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3082,HealthCareNewYork,Home Health Care Service,40.78252,-73.951559,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3083,Julie Luttinger,Pediatrician,40.782424,-73.955139,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3084,New York Plastic Surgery,Physician,40.784187,-73.953809,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3085,Dr Steve Landman & Associates,Podiatrist,40.781088,-73.95264,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3086,"Klodiana F. Margariti, DDS",Dentist,40.771856,-73.946692,Roosevelt Island,10028,Manhattan,-73.94916769227953,40.76215960576283
3087,"Norman M. Magid, MD, PC",Cardiologist,40.77186,-73.946517,Roosevelt Island,10028,Manhattan,-73.94916769227953,40.76215960576283
3088,HSS Family Atrium,Hospital,40.764856,-73.952147,Roosevelt Island,10021,Manhattan,-73.94916769227953,40.76215960576283
3089,Special Dental Suites,Hospital,40.765173,-73.952421,Roosevelt Island,10065,Manhattan,-73.94916769227953,40.76215960576283
3090,David H. Koch Pavilion,Hospital,40.765118,-73.952463,Roosevelt Island,10021,Manhattan,-73.94916769227953,40.76215960576283
3091,Coler Goldwater Fac,Hospital,40.762724,-73.949138,Roosevelt Island,10044,Manhattan,-73.94916769227953,40.76215960576283
3092,"Dr Guillermina Maria de la Fuente Test, DDS",Health and Medicine,40.761726,-73.95005,Roosevelt Island,10044,Manhattan,-73.94916769227953,40.76215960576283
3093,Family Assistance Network,Mental Health Clinic,40.761558,-73.95036,Roosevelt Island,10044,Manhattan,-73.94916769227953,40.76215960576283
3094,PSCH,Hospital,40.76349,-73.94873,Roosevelt Island,10044,Manhattan,-73.94916769227953,40.76215960576283
3095,Island Acupuncture & Wellness,Acupuncture Clinic,40.760996,-73.951212,Roosevelt Island,10044,Manhattan,-73.94916769227953,40.76215960576283
3096,"Kathryn D. McElheny, MD",Sports Medicine Clinic,40.764897,-73.952629,Roosevelt Island,10021,Manhattan,-73.94916769227953,40.76215960576283
3097,Veterinarian Relief Services,Veterinarian,40.759075,-73.952405,Roosevelt Island,10044,Manhattan,-73.94916769227953,40.76215960576283
3098,York Anesthesiologists,Anesthesiologist,40.776073,-73.944363,Yorkville,10128,Manhattan,-73.94711784471826,40.775929849884875
3099,Beth Israel Medical Center North Division,Hospital,40.776076,-73.944275,Yorkville,10128,Manhattan,-73.94711784471826,40.775929849884875
3100,ENT and Allergy Associates,"Ear, Nose and Throat Doctor",40.778265,-73.953231,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3101,"Albert M. Lefkovits,M.D. Park Avenue Center Advanced Dermatology",Dermatologist,40.780638,-73.957343,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3102,Park Avenue Medical Professionals,Family Medicine Doctor,40.77959,-73.956166,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3103,Enzo Patient Service Center,Medical Lab,40.779425,-73.956291,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3104,Stat Medical Care,Internal Medicine Doctor,40.778472,-73.953588,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3105,Stefan Kieserman,"Ear, Nose and Throat Doctor",40.780677,-73.957913,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3106,Ruby Harmon,Pediatrician,40.778542,-73.95499,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3107,Helen Gouzoulis,Internal Medicine Doctor,40.780828,-73.958312,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3108,Dr Michael Teng DDS,Dentist,40.779562,-73.957214,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3109,Emergecare Medical Pc,Urgent Care Center,40.778258,-73.953493,Yorkville,10028,Manhattan,-73.94711784471826,40.775929849884875
3110,The Center For Avian & Exotic Medicine,Veterinarian,40.787484,-73.97177,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3111,Weill Cornell Ent At Broadway,Physician,40.786936,-73.978087,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3112,"Wu, Yu-Hsin Dr - Weill Cornell Medical Imaging",Physician,40.786936,-73.978087,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3113,West End Chiropractic,Chiropractor,40.787558,-73.979073,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3114,Tend - UWS,Dentist,40.789033,-73.97642,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3115,Manhattan Oasis Dentistry,Dentist,40.788437,-73.978495,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3116,Westside Veterinary Center,Veterinarian,40.785982,-73.977438,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3117,Jeffrey's Manhattan Eyeland,Optometrist,40.789368,-73.975996,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3118,CityMD West 88th Urgent Care - NYC,Health and Medicine,40.789334,-73.975252,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3119,Westside Medical Associates,General Surgeon,40.785433,-73.978037,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3120,West End Pediatrics,Pediatrician,40.786034,-73.979538,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3121,Atria West 86,Nursing Home,40.789707,-73.979419,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3122,Marcel J Sislowitz,Ophthalmologist,40.790473,-73.977045,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3123,Flex Physical Therapy,Physical Therapy Clinic,40.785324,-73.979816,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3124,One Medical,Physician,40.785224,-73.97955,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3125,"Daniel J. Gattegno, DMD",Dentist,40.784381,-73.976763,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3126,"Jacob Kirsch, DDS",Dentist,40.786919,-73.97271,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3127,86th Street Dental Center,Dentist,40.786919,-73.97271,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3128,East Coast Dental Group,Dentist,40.791098,-73.975889,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3129,The Riverside Premier Rehabilitation and Healing Center,Geriatric Doctor,40.790676,-73.979545,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3130,Barkoff Matthew DR Podiatrist,Podiatrist,40.790851,-73.975049,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3131,Recovery Physical Therapy,Physical Therapy Clinic,40.784567,-73.979874,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3132,Dr Singer's Office,Doctor's Office,40.786569,-73.971691,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3133,American Run For The End-Aids,AIDS Resource,40.787846,-73.976374,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3134,"George Varghese, MD",Dermatologist,40.786991,-73.978045,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3135,Weill Cornell Vascular,General Surgeon,40.786991,-73.978045,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3136,Samuel Helman M.D.,Physician,40.786939,-73.978,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3137,Metropolitan Pediatrics New York City PC,Pediatrician,40.789083,-73.976553,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3138,Wilbourn Carole C Cat Therapist,Veterinarian,40.786033,-73.977571,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3139,Cavanagh Paul G DVM,Veterinarian,40.785932,-73.977305,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3140,Kosovsky Jane DVM,Veterinarian,40.785932,-73.977305,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3141,Kahoun John Robert MD - City Practice Group of New York,Healthcare Clinic,40.789279,-73.975293,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3142,CityMD Urgent Care,Urgent Care Center,40.789334,-73.975252,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3143,Sage Laser Hair Removal & Skin Care,Podiatrist,40.787148,-73.974249,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3144,"Daniel J Pender, MD","Ear, Nose and Throat Doctor",40.787377,-73.973733,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3145,Deva Physical Therapy,Physical Therapy Clinic,40.786715,-73.980308,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3146,New York Council On Child & Adolescent Psychiatry,Healthcare Clinic,40.78618,-73.980112,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3147,West Side Hatzoloh,Health and Medicine,40.787224,-73.973421,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3148,Levithan Carol,Hospital,40.784885,-73.978094,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3149,"Rebecca Kane, LCSWR, MFA",Mental Health Service,40.786012,-73.980324,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3150,"Robert G. Eakin, LCSW",Psychologist,40.786967,-73.980973,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3151,Weill Cornell Medicine - Arons & Blye Medical Group,Medical Center,40.78697,-73.972843,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3152,Sensation New York,Physical Therapy Clinic,40.784582,-73.975329,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3153,"Venante Charles, DPM",Podiatrist,40.790846,-73.975223,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3154,Kateri Residence,Nursing Home,40.790623,-73.979499,Upper West Side,10024,Manhattan,-73.97705923630603,40.787657998534854
3155,"Cummings, Allegra Weill Cornell Medicine Obstetrics and Gynecology",Physician,40.784171,-73.979043,Lincoln Square,10024,Manhattan,-73.98533777001262,40.77352888942166
3156,79th Street Pharmacy,Health and Medicine,40.783723,-73.979142,Lincoln Square,10024,Manhattan,-73.98533777001262,40.77352888942166
3157,Riverside Veterinary Group,Veterinarian,40.78362,-73.978963,Lincoln Square,10024,Manhattan,-73.98533777001262,40.77352888942166
3158,Dental365,Dentist,40.783572,-73.978742,Lincoln Square,10024,Manhattan,-73.98533777001262,40.77352888942166
3159,Miccass Physical Therapy PC,Physical Therapy Clinic,40.783495,-73.977603,Lincoln Square,10024,Manhattan,-73.98533777001262,40.77352888942166
3160,New York Cat Hospital,Veterinarian,40.776888,-73.988402,Lincoln Square,10069,Manhattan,-73.98533777001262,40.77352888942166
3161,Hudson Animal Hospital,Veterinarian,40.772295,-73.988615,Lincoln Square,10023,Manhattan,-73.98533777001262,40.77352888942166
3162,Bway Smiles,Dentist,40.775484,-73.982447,Lincoln Square,10023,Manhattan,-73.98533777001262,40.77352888942166
3163,Tooth Work,Dentist,40.772194,-73.988349,Lincoln Square,10023,Manhattan,-73.98533777001262,40.77352888942166
3164,"Dr David Levine & Dr Lawrence Limb, DDS",Dentist,40.775484,-73.982447,Lincoln Square,10023,Manhattan,-73.98533777001262,40.77352888942166
3165,Cardio Diagnostic Services,Doctor's Office,40.770314,-73.986003,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3166,"Edward Adler, MD",Orthopedic Surgeon,40.770051,-73.985774,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3167,Westside Dance Physical Therapy,Physical Therapy Clinic,40.770874,-73.983272,Lincoln Square,10023,Manhattan,-73.98533777001262,40.77352888942166
3168,ClearMD,Urgent Care Center,40.775984,-73.982356,Lincoln Square,10023,Manhattan,-73.98533777001262,40.77352888942166
3169,Dr Seneviratne - Msw,Doctor's Office,40.770135,-73.986651,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3170,Mount Sinai Doctors - Faculty Practice,Physician,40.769835,-73.985766,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3171,Oncology 11G - Mt. Sinai Roosevelt Hospital,Doctor's Office,40.770096,-73.986082,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3172,"Itzkovitz, Ina - Nyu Langone Lincoln Square Medical Center",Doctor's Office,40.775934,-73.981766,Lincoln Square,10023,Manhattan,-73.98533777001262,40.77352888942166
3173,Headache Institute,Physician,40.769943,-73.98577,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3174,Surgery Department at Mount Sinai West,Health and Medicine,40.769892,-73.985637,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3175,Pro Reiki,Acupuncture Clinic,40.77631,-73.981824,Lincoln Square,10023,Manhattan,-73.98533777001262,40.77352888942166
3176,Columbus Cardiology Associates,Physician,40.769782,-73.98572,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3177,Mount Sinai West Cardiovascular Ambulatory Center,Hospital,40.769855,-73.987034,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3178,West Side Orthodontics,Dentist,40.777393,-73.985712,Lincoln Square,10023,Manhattan,-73.98533777001262,40.77352888942166
3179,Mount Sinai Department. of Otolaryngology,Doctor's Office,40.769679,-73.985541,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3180,Goel Anupama Mount Sinai Heart New York,Doctor's Office,40.769789,-73.985458,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
3181,Mount Sinai West,Health and Medicine,40.769973,-73.987526,Lincoln Square,10019,Manhattan,-73.98533777001262,40.77352888942166
